0	12	78.0397	-69.166
0	17	61.0001	-56.2715
0	16	78.8471	-65.0619
0	11	111.94	-55.1687
0	15	85.6636	-65.7314
0	18	124.9089	-69.766
0	23	78.8405	-24.4756
0	19	52.8137	-46.9189
0	22	68.0791	-34.9768
10	11	112.1624	-54.5741
10	17	61.269	-56.6418
10	18	128.6574	-70.2067
10	12	78.166	-69.1927
10	23	76.5869	-25.3302
10	22	66.7226	-36.8679
10	19	52.8765	-46.9588
10	15	85.6672	-65.7409
10	16	78.8357	-65.0628
20	12	78.2932	-69.2179
20	19	52.9596	-47.0182
20	16	78.8429	-65.0623
20	22	65.5642	-38.7925
20	17	61.4448	-56.8855
20	23	74.1701	-26.3352
20	18	132.6472	-70.8576
20	11	112.3724	-53.9565
20	15	85.7627	-65.724
30	15	86.0573	-65.6739
30	17	61.5157	-56.9819
30	12	78.4039	-69.234
30	18	136.7912	-71.7179
30	22	64.6651	-40.6052
30	11	112.583	-53.3316
30	16	78.8878	-65.0661
30	19	53.0601	-47.0882
30	23	71.691	-27.5427
40	11	112.821	-52.7146
40	17	61.5106	-56.9875
40	12	78.4942	-69.2517
40	19	53.0888	-47.1105
40	16	79.1308	-65.0868
40	15	86.6062	-65.5686
40	22	63.9903	-42.2489
40	23	69.2628	-29.034
50	16	79.7296	-65.1349
50	23	67.0019	-30.8228
50	19	53.0898	-47.1098
50	15	87.417	-65.3998
50	17	61.5113	-56.9794
50	11	113.076	-52.0904
50	12	78.57	-69.267
50	25	89.0862	-16.344
50	22	63.4996	-43.7114
60	19	53.0817	-47.1064
60	11	113.3335	-51.4536
60	12	78.7062	-69.2953
60	15	88.4003	-65.1829
60	23	65.0088	-32.7725
60	17	61.5057	-56.9818
60	22	63.1479	-44.9687
60	16	80.7305	-65.1845
60	25	87.9397	-17.9707
70	11	113.653	-50.8307
70	23	63.4035	-34.6819
70	17	61.5062	-56.9803
70	19	53.0806	-47.1022
70	16	81.9751	-65.1973
70	22	62.9145	-46.0042
70	25	86.5769	-19.4966
70	12	79.0023	-69.3523
70	15	89.3969	-64.9344
80	17	61.4993	-56.9632
80	25	84.9377	-20.9252
80	16	83.2592	-65.1523
80	15	90.3847	-64.66
80	11	113.9838	-50.2178
80	23	62.159	-36.4628
80	12	79.5437	-69.4232
80	22	62.7584	-46.8573
80	19	53.0845	-47.1046
90	12	80.3993	-69.5096
90	16	84.5399	-65.0532
90	11	114.3286	-49.6183
90	19	53.0865	-47.1051
90	17	61.4882	-56.9412
90	22	62.6467	-47.605
90	23	61.1674	-38.1023
90	25	83.0963	-22.2095
90	15	91.5145	-64.314
100	23	60.3889	-39.6197
100	17	61.5069	-56.97
100	22	62.5747	-48.2193
100	19	53.0864	-47.103
100	15	92.8759	-63.863
100	25	81.139	-23.3028
100	11	114.6788	-49.037
100	16	85.7575	-64.9036
100	12	81.5336	-69.5701
110	25	79.1608	-24.2596
110	11	114.9777	-48.475
110	17	61.6006	-57.0857
110	19	53.0915	-47.102
110	16	86.9268	-64.7116
110	23	59.7909	-41.0337
110	22	62.5357	-48.6785
110	12	82.7605	-69.5707
110	15	94.4443	-63.3123
120	15	96.1828	-62.6741
120	22	62.508	-49.0217
120	25	77.1483	-25.1476
120	23	59.3514	-42.3178
120	17	61.7626	-57.2966
120	16	88.2147	-64.4392
120	11	115.2653	-47.9187
120	19	53.0921	-47.1035
120	12	83.9893	-69.4935
130	22	62.4808	-49.3381
130	11	115.5952	-47.3622
130	26	77.311	-14.2712
130	12	85.2671	-69.3441
130	25	75.1247	-26.0299
130	17	61.9991	-57.6133
130	23	59.0498	-43.3896
130	16	89.8022	-64.0592
130	15	97.9923	-62.0372
130	19	53.088	-47.101
140	22	62.4625	-49.6803
140	23	58.8933	-44.1493
140	17	62.3306	-58.0429
140	11	115.9905	-46.8121
140	15	99.83	-61.4427
140	26	73.6066	-16.7085
140	24	116.3679	-61.838
140	12	86.6371	-69.0845
140	19	53.0906	-47.1039
140	16	91.6544	-63.5628
140	25	73.0984	-26.9464
150	16	93.6117	-63.0175
150	12	88.1936	-68.6737
150	26	69.5919	-18.9662
150	11	116.4267	-46.2619
150	25	71.0803	-27.9317
150	15	101.7705	-60.9347
150	22	62.4508	-50.1324
150	17	62.7872	-58.6093
150	24	118.6056	-62.4286
150	23	58.8061	-44.6311
150	19	53.0917	-47.1045
160	16	95.5743	-62.4497
160	23	58.7429	-45.0054
160	24	121.1522	-63.0923
160	11	116.867	-45.7099
160	12	89.9011	-68.0883
160	25	69.1302	-29.0697
160	22	62.4407	-50.7657
160	17	63.3902	-59.312
160	26	65.3742	-20.9651
160	19	53.0887	-47.103
160	15	103.9307	-60.5322
170	26	61.0138	-22.713
170	17	64.1436	-60.1412
170	22	62.4501	-51.6115
170	24	123.9311	-63.8775
170	11	117.2677	-45.1595
170	12	91.655	-67.3352
170	23	58.6878	-45.4086
170	15	106.2819	-60.3236
170	16	97.5864	-61.8615
170	25	67.3178	-30.3446
170	19	53.0858	-47.0991
180	19	53.0823	-47.097
180	12	93.3587	-66.4451
180	11	117.6409	-44.6195
180	26	56.4884	-24.1957
180	25	65.6775	-31.7311
180	16	99.8088	-61.2526
180	23	58.6514	-45.8832
180	22	62.4925	-52.6777
180	24	126.9219	-64.7352
180	17	65.0609	-61.0638
180	15	108.806	-60.3802
190	17	66.1576	-62.0446
190	19	53.0883	-47.0981
190	11	118.0259	-44.0801
190	15	111.5751	-60.7182
190	26	51.8096	-25.383
190	16	102.2671	-60.706
190	25	64.2374	-33.2161
190	12	95.0226	-65.4777
190	23	58.6301	-46.4512
190	24	130.1416	-65.6729
190	22	62.5949	-53.9669
200	26	46.9323	-26.238
200	12	96.7158	-64.461
200	22	62.7708	-55.4263
200	15	114.6247	-61.3353
200	25	63.0046	-34.7647
200	11	118.3924	-43.5421
200	17	67.4249	-63.0403
200	16	104.9092	-60.3168
200	19	53.0817	-47.0966
200	23	58.6235	-47.184
210	12	98.5894	-63.4121
210	16	107.7013	-60.1729
210	11	118.7593	-43.0357
210	22	62.9979	-56.9939
210	17	68.8742	-64.0235
210	23	58.6609	-48.1634
210	26	41.8856	-26.7183
210	15	118.0312	-62.1872
210	25	61.9805	-36.3729
210	19	53.0814	-47.0977
220	17	70.5034	-64.9524
220	22	63.2447	-58.5537
220	26	36.6876	-26.7822
220	25	61.1396	-38.0275
220	23	58.785	-49.405
220	16	110.6466	-60.3437
220	12	100.7224	-62.3857
220	19	53.0872	-47.099
220	11	119.1391	-42.5103
220	15	121.7133	-63.1385
230	23	59.0374	-50.8509
230	26	31.3535	-26.4745
230	25	60.5057	-39.7484
230	15	125.4572	-64.1417
230	16	113.8197	-60.8746
230	12	103.1208	-61.4884
230	17	72.2174	-65.7483
230	19	53.0879	-47.0996
230	22	63.4904	-60.067
230	11	119.4864	-41.9545
240	11	119.769	-41.4078
240	22	63.7341	-61.6065
240	15	129.1501	-65.2076
240	19	53.0806	-47.0982
240	26	25.8943	-25.9318
240	12	105.7803	-60.8292
240	17	73.9987	-66.3799
240	25	60.0568	-41.5383
