0	15	60.6377	-45.608
0	11	119.6652	-36.4647
0	16	64.6352	-43.822
0	17	112.0408	-49.7872
0	23	136.0952	-55.5242
0	18	123.1635	-47.9537
0	19	68.1086	-32.4732
0	22	85.3706	-20.3927
0	12	78.777	-62.4306
10	15	60.3104	-48.4506
10	17	111.5215	-49.5416
10	11	119.7256	-36.5565
10	16	64.1576	-46.4098
10	23	132.7134	-53.9135
10	12	78.777	-62.4306
10	19	66.4297	-34.3917
10	22	83.1303	-22.0529
10	18	120.3536	-45.3964
20	16	64.0038	-49.2306
20	15	60.3086	-51.2663
20	22	80.7596	-23.4839
20	12	78.777	-62.4306
20	17	111.0301	-49.3087
20	18	117.7604	-42.5814
20	11	119.7386	-36.7034
20	23	129.3598	-52.1564
20	19	64.8908	-36.5573
30	17	110.5758	-49.0805
30	16	64.2657	-52.1515
30	18	115.5202	-39.62
30	22	78.3675	-24.7197
30	11	119.7272	-36.8932
30	15	60.5551	-53.9324
30	12	78.777	-62.4306
30	19	63.5974	-38.9165
30	23	126.2147	-50.2573
40	19	62.5268	-41.4375
40	12	78.777	-62.4306
40	22	76.0243	-25.9123
40	16	65.0055	-55.0392
40	15	61.061	-56.4849
40	11	119.7958	-37.0502
40	23	123.2666	-48.1428
40	17	110.0035	-48.767
40	18	113.605	-36.5494
50	15	61.8172	-59.0287
50	19	61.7453	-44.0954
50	18	111.99	-33.3635
50	17	109.244	-48.297
50	22	73.7396	-27.1492
50	12	78.777	-62.4306
50	23	120.525	-45.817
50	11	119.9298	-37.2409
50	16	66.2461	-57.8172
60	19	61.2675	-46.8653
60	12	78.777	-62.4306
60	17	108.3407	-47.6314
60	11	120.0691	-37.4867
60	15	62.7326	-61.6197
60	16	67.9219	-60.4305
60	23	118.0242	-43.2927
60	22	71.5383	-28.5169
60	18	110.6735	-30.0216
70	11	120.1815	-37.7601
70	17	107.2863	-46.6975
70	19	61.098	-49.7194
70	18	109.6338	-26.4683
70	23	115.7822	-40.5773
70	24	88.999	-17.3187
70	16	70.0417	-62.7724
70	12	78.777	-62.4306
70	15	63.6552	-64.3282
70	22	69.4637	-30.0878
80	12	78.777	-62.4306
80	16	72.637	-64.5989
80	17	106.2036	-45.4966
80	18	108.9018	-22.6606
80	24	87.5619	-19.3655
80	23	113.8076	-37.6531
80	11	120.2781	-38.0489
80	22	67.564	-31.8672
80	19	61.2167	-52.5967
80	15	64.3031	-67.1966
90	25	91.1376	-20.5039
90	17	105.2156	-44.157
90	12	78.777	-62.4306
90	23	112.1289	-34.5612
90	24	85.8244	-21.2098
90	15	64.4557	-70.2707
90	16	75.6449	-65.7521
90	19	61.5921	-55.4715
90	11	120.3554	-38.3574
90	22	65.8784	-33.8536
100	17	104.3645	-42.7607
100	15	63.9886	-73.5375
100	16	78.945	-66.2569
100	11	120.4015	-38.699
100	12	78.777	-62.4306
100	19	62.1714	-58.3531
100	25	88.1386	-23.7984
100	22	64.4357	-36.0282
100	26	135.1608	-58.38
100	23	110.8038	-31.3599
100	24	83.7945	-22.7608
110	17	103.637	-41.367
110	25	84.6102	-26.3827
110	16	82.4123	-66.1602
110	26	131.9887	-57.1318
110	11	120.4618	-39.0366
110	22	63.269	-38.3715
110	23	109.8188	-28.0489
110	19	62.8935	-61.2251
110	12	78.777	-62.4306
110	24	81.5177	-23.9258
120	23	109.2245	-24.6299
120	25	80.752	-28.3962
120	12	78.777	-62.4306
120	16	86.0028	-65.5683
120	17	102.9448	-39.9536
120	11	120.6056	-39.3215
120	19	63.6046	-64.1245
120	24	79.0453	-24.7901
120	22	62.396	-40.8591
120	26	129.1268	-55.9908
